Comment_Author,Comment_Text,Comment_Date,Like_Count
@Kenshi-Himrua,Wow!! I really like her style of fighting they did amazing job on it! Very fast and smooth,2026-06-09T09:06:20Z,1
@Yanluis01,"If Laufey comes back to life at the end of the game, then the one who blew the horn to summon the snake when Kratos was carrying the sick Atreus was Laufey🤯",2026-06-03T23:17:30Z,211
@DOOMStudios,Poor Frank Castle he’s gonna be suffering as a cube.,2026-06-02T22:24:55Z,710
@ConstaneJohns-l2m,"17:42 lol, that sounded like he just declared 'mortal kombat' just there and then.",2026-06-02T22:49:17Z,100
@Ircey,Kratos will return in Avengers: Doomsday,2026-06-08T04:56:32Z,2
@taeliantalittia612,This is what happens when you don't delete the default cube.,2026-06-04T23:35:52Z,313
@keithstone8693,"Thor:  ""This feels .. familiar..""",2026-06-06T23:13:04Z,174
@BigFella117,"7:09 ""before time began, there was the cube...""",2026-06-02T22:47:21Z,550
@PatrickBateman-t4k,Soundtrack on this is just awesome,2026-06-09T17:34:30Z,1
@jayrule6288,And to think she wielded the Leviathan Axe😳😳,2026-06-03T14:45:26Z,373
@OrlandoReyes-n8b,I can tell why Kratos fell for her,2026-06-06T12:29:45Z,206
@arc_inn1179,"Kratos, Atreus, Mimir
Laufey, Sword, Cube",2026-06-03T04:09:27Z,237
@carlaygirl,This looks incredible! I can't wait to play this 😍🥰🎉!,2026-06-09T06:45:21Z,2
@kneedropperr,"Boy's locker room: ""I'm lifting 5 more pounds than I did last week!""

Girl's locker room:",2026-06-05T03:36:29Z,81
@LovenArtiste,An appreciation comment for the foley and sound effects. Beautiful.,2026-06-05T12:19:32Z,51
@triden1172,"Marriage ceremony:
“I, Laufey, give you my leviathan axe, as a symbol that you hold what is most precious to me, my heart.”

“And in turn I, Kratos, give you my air combos and double jump, to symbolize a man who is grounded, and has finally found his home”",2026-06-03T17:23:24Z,91
@xavierbreon,ain’t even been in the afterlife for an hour and she walking mfs down LIKE WHAT,2026-06-09T14:08:35Z,2
@Zayphets,"At the end of their journey, Kratos and Loki will arrive in Egypt, open the portal to the underworld, and rescue Fey.",2026-06-03T10:01:49Z,222
@fernandofaria2872,"Cube, 2 seconds after Faye enters a room: ""Faye, that door is locked! Maybe there is a key nearby? But what do I know, im just a cube, lol""",2026-06-02T23:20:39Z,407
@KayGaming20,"Thor: look at you Kratos trying to remember your old moves

Kratos: 💀",2026-06-03T08:23:39Z,162
@angeltorres-ew4nq,I can see why the killer of Gods fell in love with feye,2026-06-09T16:58:20Z,1
@evanbelisle8464,“She fought…beautifully”,2026-06-05T02:16:56Z,65
@patrickowens89,"“You’re a cube… talking.”

Welcome back Forspoken",2026-06-02T23:37:03Z,347
@nitishaggarwal3739,"Laufey's face is one of the most realistic thing I have ever seen in a game after death stranding character models, nothing else comes close",2026-06-03T00:37:34Z,452
@thehoboman,"Okay, you won me over with the Jump button.",2026-06-09T23:40:42Z,1
@CarterLoneStarGamerFite,IS THAT KAREN PAGE!!,2026-06-03T12:50:51Z,168
@Cronoroid,"“Guys we need a original design for this new character”
-“I was playing Minecraft yesterday, and I think I have an idea”",2026-06-03T21:23:14Z,210
